age,education_years,hours_per_week,occupation,marital,sex,income_high
46,16,40,Education/Legal/Arts/Social,Widowed,0,0
65,14,25,Blue-collar (build/repair/prod/transport),Married,1,1
22,14,20,Service (food/clean/care/protective),Never married,1,0
52,16,40,Healthcare,Married,1,1
42,19,40,Healthcare,Married,0,1
31,14,10,Military/Other,Never married,0,0
34,14,45,Management/Business/Finance,Married,0,1
31,14,40,Office & Admin,Never married,0,0
69,19,25,Computing/Engineering/Science,Married,1,1
23,16,40,Education/Legal/Arts/Social,Never married,0,1
45,18,54,Computing/Engineering/Science,Never married,1,1
22,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
49,14,45,Service (food/clean/care/protective),Married,0,0
32,16,40,Sales,Married,1,1
44,13,40,Office & Admin,Never married,0,1
19,10,10,Blue-collar (build/repair/prod/transport),Never married,0,0
23,16,48,Education/Legal/Arts/Social,Never married,0,0
61,14,40,Service (food/clean/care/protective),Widowed,0,0
22,12,10,Service (food/clean/care/protective),Never married,0,0
42,12,40,Blue-collar (build/repair/prod/transport),Never married,0,0
35,14,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
37,11,30,Blue-collar (build/repair/prod/transport),Married,1,0
29,14,40,Service (food/clean/care/protective),Never married,1,0
76,16,12,Service (food/clean/care/protective),Divorced,1,0
28,12,30,Service (food/clean/care/protective),Never married,0,0
55,14,40,Management/Business/Finance,Married,1,1
26,16,50,Service (food/clean/care/protective),Never married,1,1
59,9,40,Service (food/clean/care/protective),Married,1,0
22,12,60,Sales,Married,1,0
50,14,50,Management/Business/Finance,Married,0,1
35,14,40,Service (food/clean/care/protective),Never married,1,0
66,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
25,14,40,Healthcare,Married,0,0
39,16,40,Service (food/clean/care/protective),Never married,1,1
37,12,20,Service (food/clean/care/protective),Married,0,0
37,14,20,Office & Admin,Never married,0,0
61,18,40,Computing/Engineering/Science,Married,1,1
60,18,45,Management/Business/Finance,Married,1,1
40,6,40,Blue-collar (build/repair/prod/transport),Never married,1,1
64,12,20,Office & Admin,Married,0,0
30,16,65,Management/Business/Finance,Never married,0,1
31,14,40,Service (food/clean/care/protective),Divorced,1,0
32,13,40,Management/Business/Finance,Married,1,0
25,16,38,Management/Business/Finance,Married,0,0
25,14,50,Healthcare,Never married,0,1
52,18,40,Healthcare,Divorced,0,1
30,16,70,Management/Business/Finance,Never married,1,1
40,21,40,Computing/Engineering/Science,Married,1,1
60,14,40,Service (food/clean/care/protective),Married,1,1
34,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
18,12,25,Blue-collar (build/repair/prod/transport),Never married,1,0
28,16,25,Computing/Engineering/Science,Never married,1,0
58,19,50,Healthcare,Married,1,1
57,13,40,Computing/Engineering/Science,Divorced,1,0
73,18,25,Management/Business/Finance,Divorced,1,0
42,14,90,Blue-collar (build/repair/prod/transport),Married,1,0
32,13,40,Sales,Never married,1,0
22,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
42,16,44,Service (food/clean/care/protective),Married,0,1
40,9,60,Blue-collar (build/repair/prod/transport),Married,1,0
52,12,40,Office & Admin,Married,0,0
21,14,40,Healthcare,Never married,0,0
19,12,60,Healthcare,Never married,0,0
38,13,50,Service (food/clean/care/protective),Married,1,1
59,12,45,Sales,Never married,0,0
23,18,70,Education/Legal/Arts/Social,Never married,1,0
40,14,60,Management/Business/Finance,Married,1,1
28,18,30,Healthcare,Married,0,1
40,12,45,Sales,Married,0,0
55,16,45,Sales,Married,0,1
46,14,40,Office & Admin,Never married,1,0
50,14,60,Sales,Never married,0,1
52,18,60,Management/Business/Finance,Never married,0,1
59,0,40,Service (food/clean/care/protective),Married,1,0
57,18,50,Education/Legal/Arts/Social,Divorced,0,1
54,16,40,Blue-collar (build/repair/prod/transport),Married,1,1
66,14,16,Office & Admin,Divorced,0,1
27,16,60,Computing/Engineering/Science,Never married,1,1
26,12,40,Education/Legal/Arts/Social,Never married,1,0
19,14,30,Sales,Never married,0,0
48,16,25,Healthcare,Married,0,0
50,14,40,Office & Admin,Married,0,0
61,14,40,Office & Admin,Divorced,0,1
20,12,30,Service (food/clean/care/protective),Never married,1,0
62,16,40,Management/Business/Finance,Married,1,1
25,18,40,Office & Admin,Never married,0,0
33,21,40,Healthcare,Married,1,1
56,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
41,16,40,Healthcare,Married,0,1
45,9,40,Service (food/clean/care/protective),Married,1,0
57,14,30,Education/Legal/Arts/Social,Married,0,0
67,18,20,Healthcare,Divorced,0,1
76,18,50,Healthcare,Married,1,1
18,12,20,Office & Admin,Never married,0,0
44,14,45,Blue-collar (build/repair/prod/transport),Never married,0,0
67,16,40,Office & Admin,Married,1,1
40,16,60,Computing/Engineering/Science,Married,1,1
63,14,24,Management/Business/Finance,Married,0,0
33,18,15,Education/Legal/Arts/Social,Married,0,0
24,14,12,Blue-collar (build/repair/prod/transport),Never married,0,0
60,14,55,Blue-collar (build/repair/prod/transport),Married,1,0
35,12,25,Blue-collar (build/repair/prod/transport),Never married,1,0
37,14,75,Blue-collar (build/repair/prod/transport),Married,1,1
53,13,40,Healthcare,Married,1,0
22,14,24,Sales,Never married,0,0
21,12,20,Management/Business/Finance,Never married,0,0
47,10,40,Office & Admin,Married,1,0
37,14,40,Management/Business/Finance,Married,1,0
55,9,40,Office & Admin,Married,0,1
27,16,40,Blue-collar (build/repair/prod/transport),Never married,1,1
63,13,60,Blue-collar (build/repair/prod/transport),Married,1,0
33,18,40,Sales,Never married,1,1
61,14,25,Blue-collar (build/repair/prod/transport),Married,1,0
28,14,40,Blue-collar (build/repair/prod/transport),Never married,1,1
29,21,40,Healthcare,Never married,1,1
38,18,40,Management/Business/Finance,Married,0,1
32,19,70,Healthcare,Never married,1,0
53,21,40,Computing/Engineering/Science,Married,1,1
68,16,40,Management/Business/Finance,Married,1,1
52,18,55,Management/Business/Finance,Married,1,1
28,16,50,Blue-collar (build/repair/prod/transport),Married,1,1
28,16,50,Management/Business/Finance,Married,1,1
29,16,40,Computing/Engineering/Science,Never married,1,1
22,7,16,Service (food/clean/care/protective),Never married,0,0
37,12,40,Blue-collar (build/repair/prod/transport),Never married,0,0
28,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
41,12,45,Blue-collar (build/repair/prod/transport),Never married,1,0
36,14,40,Office & Admin,Never married,0,0
68,16,30,Education/Legal/Arts/Social,Divorced,0,0
24,14,20,Office & Admin,Never married,0,0
27,14,35,Sales,Never married,1,0
27,18,30,Healthcare,Married,0,1
49,14,40,Office & Admin,Married,1,1
27,16,40,Sales,Never married,0,1
65,18,37,Management/Business/Finance,Married,1,1
20,14,6,Office & Admin,Never married,0,0
74,16,25,Management/Business/Finance,Married,1,1
35,12,30,Blue-collar (build/repair/prod/transport),Never married,1,0
19,13,20,Service (food/clean/care/protective),Never married,0,0
39,18,50,Education/Legal/Arts/Social,Never married,0,1
44,16,40,Service (food/clean/care/protective),Never married,0,1
24,14,35,Sales,Never married,1,0
53,14,40,Office & Admin,Married,1,0
23,14,40,Management/Business/Finance,Never married,1,0
23,18,40,Education/Legal/Arts/Social,Never married,0,0
19,12,30,Blue-collar (build/repair/prod/transport),Never married,1,0
21,13,36,Sales,Married,0,0
36,12,50,Management/Business/Finance,Married,0,0
28,14,40,Computing/Engineering/Science,Never married,1,0
32,16,40,Management/Business/Finance,Married,1,1
42,18,40,Computing/Engineering/Science,Never married,1,1
42,16,55,Sales,Married,1,1
42,18,40,Education/Legal/Arts/Social,Married,0,0
69,14,17,Healthcare,Never married,0,0
26,12,40,Blue-collar (build/repair/prod/transport),Never married,0,0
27,16,45,Healthcare,Never married,0,1
28,16,40,Blue-collar (build/repair/prod/transport),Never married,0,0
60,19,40,Education/Legal/Arts/Social,Married,1,1
42,16,55,Sales,Married,1,1
43,18,40,Education/Legal/Arts/Social,Never married,0,1
57,12,20,Sales,Never married,0,0
30,14,40,Computing/Engineering/Science,Never married,1,1
45,14,8,Service (food/clean/care/protective),Married,0,0
21,12,32,Office & Admin,Never married,1,0
25,14,20,Sales,Separated,0,0
21,14,25,Blue-collar (build/repair/prod/transport),Never married,1,0
23,16,34,Service (food/clean/care/protective),Never married,0,0
37,14,60,Office & Admin,Married,0,1
62,19,45,Management/Business/Finance,Married,0,1
26,16,30,Blue-collar (build/repair/prod/transport),Never married,0,0
35,16,40,Office & Admin,Married,1,1
35,18,45,Office & Admin,Married,1,1
38,16,40,Computing/Engineering/Science,Married,1,1
28,16,40,Office & Admin,Married,0,0
38,16,12,Healthcare,Widowed,0,0
75,19,55,Education/Legal/Arts/Social,Separated,1,1
21,12,48,Office & Admin,Never married,1,0
74,18,30,Office & Admin,Married,0,1
40,16,50,Management/Business/Finance,Married,1,1
50,16,50,Management/Business/Finance,Married,1,1
39,18,50,Blue-collar (build/repair/prod/transport),Married,1,1
48,11,32,Sales,Never married,0,0
32,16,50,Blue-collar (build/repair/prod/transport),Never married,0,1
50,16,60,Management/Business/Finance,Married,1,1
68,14,56,Service (food/clean/care/protective),Married,0,0
27,16,40,Office & Admin,Never married,0,0
30,16,60,Management/Business/Finance,Married,1,1
40,14,40,Office & Admin,Divorced,1,0
46,16,40,Management/Business/Finance,Married,0,1
51,14,40,Service (food/clean/care/protective),Married,0,0
53,16,40,Healthcare,Married,0,0
45,12,40,Sales,Divorced,0,0
59,16,28,Education/Legal/Arts/Social,Never married,1,0
47,18,25,Computing/Engineering/Science,Married,0,1
48,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
54,14,50,Blue-collar (build/repair/prod/transport),Married,1,1
62,16,29,Management/Business/Finance,Married,0,0
61,11,40,Office & Admin,Married,1,0
58,12,40,Blue-collar (build/repair/prod/transport),Married,0,0
57,14,40,Sales,Married,1,0
28,11,40,Management/Business/Finance,Never married,1,0
82,18,1,Education/Legal/Arts/Social,Married,1,1
33,18,40,Office & Admin,Married,0,0
56,14,50,Blue-collar (build/repair/prod/transport),Married,1,1
44,14,40,Management/Business/Finance,Married,1,0
54,16,18,Management/Business/Finance,Married,0,0
32,18,40,Education/Legal/Arts/Social,Married,1,1
29,10,40,Sales,Never married,0,0
54,12,50,Education/Legal/Arts/Social,Never married,0,1
62,13,40,Sales,Married,0,1
45,9,55,Service (food/clean/care/protective),Married,0,0
43,18,50,Management/Business/Finance,Married,1,1
49,16,20,Service (food/clean/care/protective),Married,0,0
59,12,40,Service (food/clean/care/protective),Divorced,0,0
20,14,5,Office & Admin,Never married,0,0
33,12,50,Sales,Never married,1,0
53,21,40,Education/Legal/Arts/Social,Married,0,1
58,13,44,Blue-collar (build/repair/prod/transport),Married,1,0
56,11,40,Office & Admin,Divorced,0,0
30,12,11,Sales,Divorced,1,0
33,13,40,Blue-collar (build/repair/prod/transport),Married,1,0
56,14,82,Healthcare,Married,0,1
28,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
30,14,40,Service (food/clean/care/protective),Married,0,0
26,16,38,Blue-collar (build/repair/prod/transport),Never married,1,0
23,16,25,Education/Legal/Arts/Social,Never married,0,0
24,12,40,Service (food/clean/care/protective),Never married,0,0
42,14,45,Service (food/clean/care/protective),Married,1,1
63,16,40,Education/Legal/Arts/Social,Divorced,0,1
35,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
34,18,60,Education/Legal/Arts/Social,Married,0,1
45,16,47,Management/Business/Finance,Married,0,0
34,16,40,Education/Legal/Arts/Social,Married,1,1
58,16,40,Education/Legal/Arts/Social,Divorced,0,1
38,18,40,Management/Business/Finance,Married,1,1
68,18,40,Education/Legal/Arts/Social,Married,1,1
31,12,39,Sales,Never married,1,0
43,14,50,Education/Legal/Arts/Social,Never married,0,0
47,14,40,Office & Admin,Never married,0,0
30,6,40,Blue-collar (build/repair/prod/transport),Never married,1,0
26,12,60,Blue-collar (build/repair/prod/transport),Never married,1,0
47,14,50,Management/Business/Finance,Married,0,1
30,18,40,Healthcare,Never married,0,0
37,6,40,Blue-collar (build/repair/prod/transport),Married,1,0
45,0,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
61,16,50,Management/Business/Finance,Married,0,1
46,12,20,Education/Legal/Arts/Social,Never married,1,0
46,19,40,Management/Business/Finance,Separated,1,1
45,18,40,Management/Business/Finance,Never married,1,1
31,18,42,Education/Legal/Arts/Social,Married,0,1
55,12,40,Service (food/clean/care/protective),Married,1,0
54,16,40,Healthcare,Never married,1,1
40,16,40,Blue-collar (build/repair/prod/transport),Never married,1,1
67,16,40,Management/Business/Finance,Married,0,1
43,14,40,Office & Admin,Married,0,1
48,16,40,Office & Admin,Married,1,1
49,16,60,Education/Legal/Arts/Social,Never married,0,1
53,16,40,Sales,Married,1,1
33,12,20,Sales,Never married,0,0
45,14,40,Management/Business/Finance,Married,0,0
35,16,16,Computing/Engineering/Science,Never married,1,0
47,18,40,Education/Legal/Arts/Social,Married,0,1
27,18,45,Computing/Engineering/Science,Never married,0,1
40,16,40,Education/Legal/Arts/Social,Widowed,0,1
27,16,50,Management/Business/Finance,Never married,1,1
48,16,40,Service (food/clean/care/protective),Never married,0,0
55,19,50,Education/Legal/Arts/Social,Married,1,1
22,11,40,Blue-collar (build/repair/prod/transport),Never married,1,0
22,14,40,Healthcare,Never married,0,0
38,13,40,Military/Other,Married,1,1
39,12,40,Office & Admin,Married,0,0
41,12,40,Healthcare,Married,1,0
64,13,45,Office & Admin,Married,0,0
79,11,40,Service (food/clean/care/protective),Divorced,0,0
31,11,40,Healthcare,Divorced,0,1
64,21,60,Management/Business/Finance,Divorced,0,1
28,16,50,Education/Legal/Arts/Social,Never married,0,1
32,16,80,Computing/Engineering/Science,Married,1,1
47,14,40,Office & Admin,Divorced,1,0
48,18,40,Management/Business/Finance,Married,1,1
50,12,70,Management/Business/Finance,Never married,1,1
64,16,45,Sales,Divorced,1,1
29,16,40,Management/Business/Finance,Married,1,1
19,13,20,Service (food/clean/care/protective),Never married,0,0
35,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
49,18,26,Management/Business/Finance,Married,0,0
61,16,40,Management/Business/Finance,Married,1,1
29,16,40,Management/Business/Finance,Married,1,1
27,18,40,Education/Legal/Arts/Social,Never married,1,0
52,18,14,Blue-collar (build/repair/prod/transport),Divorced,0,0
50,16,40,Healthcare,Divorced,1,1
36,14,45,Computing/Engineering/Science,Married,0,1
65,16,40,Management/Business/Finance,Married,0,1
50,0,40,Blue-collar (build/repair/prod/transport),Divorced,0,0
31,14,40,Healthcare,Never married,0,0
50,13,40,Office & Admin,Married,0,1
51,12,30,Office & Admin,Married,1,0
47,13,56,Healthcare,Married,1,1
41,18,10,Healthcare,Married,0,0
62,16,40,Sales,Married,1,1
63,1,16,Blue-collar (build/repair/prod/transport),Never married,1,0
23,12,40,Healthcare,Never married,0,0
58,16,45,Blue-collar (build/repair/prod/transport),Divorced,1,0
49,14,40,Education/Legal/Arts/Social,Widowed,0,0
61,0,28,Service (food/clean/care/protective),Married,0,0
26,16,40,Office & Admin,Never married,0,0
31,14,35,Blue-collar (build/repair/prod/transport),Divorced,0,0
53,14,40,Blue-collar (build/repair/prod/transport),Divorced,1,1
35,16,40,Office & Admin,Never married,1,0
50,18,50,Education/Legal/Arts/Social,Married,0,1
61,16,40,Computing/Engineering/Science,Never married,1,1
27,16,40,Management/Business/Finance,Never married,0,0
51,10,40,Office & Admin,Married,1,0
57,9,40,Blue-collar (build/repair/prod/transport),Married,1,0
40,12,60,Blue-collar (build/repair/prod/transport),Divorced,1,1
61,16,55,Education/Legal/Arts/Social,Married,0,0
47,13,40,Computing/Engineering/Science,Married,1,1
59,13,33,Service (food/clean/care/protective),Divorced,0,0
36,16,40,Healthcare,Married,1,1
52,18,30,Education/Legal/Arts/Social,Married,0,1
27,14,30,Blue-collar (build/repair/prod/transport),Never married,1,0
65,10,30,Blue-collar (build/repair/prod/transport),Married,1,0
64,16,40,Office & Admin,Divorced,0,1
55,16,50,Computing/Engineering/Science,Married,1,1
24,13,35,Management/Business/Finance,Never married,1,0
63,14,40,Education/Legal/Arts/Social,Widowed,0,1
33,12,40,Healthcare,Married,1,0
54,19,40,Healthcare,Married,0,1
30,14,40,Healthcare,Never married,1,0
39,19,50,Healthcare,Never married,1,1
33,18,40,Education/Legal/Arts/Social,Married,0,1
24,14,30,Blue-collar (build/repair/prod/transport),Never married,1,0
57,14,40,Computing/Engineering/Science,Married,1,1
18,11,24,Service (food/clean/care/protective),Never married,1,0
36,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
65,19,50,Education/Legal/Arts/Social,Married,1,1
36,12,40,Service (food/clean/care/protective),Married,1,0
39,12,40,Office & Admin,Married,0,0
36,10,40,Blue-collar (build/repair/prod/transport),Married,1,0
58,18,20,Management/Business/Finance,Married,0,1
53,14,35,Education/Legal/Arts/Social,Married,0,0
61,16,20,Blue-collar (build/repair/prod/transport),Divorced,1,0
